Subdivision,Circle,POLICE STATION,Accident type,Death,Grievous,Minor,Driver,Passenger,Pedestrian,Cyclist,Otherpersons,Motorised,Non Motorised,Longitude,Latitude,Trafic  Violation,AS
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.863844,11.206577,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.837168,11.226117,Jumping Red Light,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.837168,11.226117,Jumping Red Light,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831902,11.228993,No Violation,1
Kozhikode South,Cheruvannur,Pantheerankavu  PS,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.831902,11.228993,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.838955,11.183829,Over Speeding,1
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.920667,11.246695,Over Speeding,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.798695,11.207628,Driving on Wrong Side,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.798695,11.207628,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791975,11.255526,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791975,11.255526,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781972,11.25386,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781972,11.25386,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.780729,11.25526,Unknown,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,No Violation,1.5
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,Over Speeding,1.5
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,No Violation,1.5
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.800802,11.287212,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.800802,11.287212,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8423,11.1637,Over Speeding,0.5
Kozhikode South,Cheruvannur,Feroke,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8423,11.1637,No Violation,0.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.837967,11.139485,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.837967,11.139485,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791975,11.255526,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.791975,11.255526,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781972,11.25386,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.781972,11.25386,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,1,1,1,0,0,1,0,75.782083,11.286327,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.783381,11.283802,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.783381,11.283802,Unknown,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,Over Speeding,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,No Violation,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,Over Speeding,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,No Violation,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,No Violation,1.5
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,1,2,2,0,0,0,2,0,75.817402,11.145229,Over Speeding,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.838955,11.183829,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.780729,11.25526,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.800802,11.287212,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.800802,11.287212,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,No Violation,3
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,Over Speeding,3
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,No Violation,3
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,Over Speeding,3
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,No Violation,3
Kozhikode South,Cheruvannur,Feroke,Fatal,1,1,0,2,1,0,0,0,2,0,75.8262991,11.7735818,Over Speeding,3
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.837967,11.139485,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.837967,11.139485,No Violation,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,Over Speeding,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.80158,11.20274,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.777765,11.27172,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.777765,11.27172,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.797736,11.28724,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.797736,11.28724,Over Speeding,0
Kozhikode South,Cheruvannur,Feroke,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8423,11.1637,Over Speeding,0.5
Kozhikode South,Cheruvannur,Feroke,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.8423,11.1637,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779583,11.264889,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779583,11.264889,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783309,11.252996,Unknown,0.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783309,11.252996,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779583,11.264889,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779583,11.264889,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,1,1,1,0,0,1,0,75.782083,11.286327,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.78858,11.255389,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.78858,11.255389,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.78858,11.255389,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.78858,11.255389,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.767066,11.287887,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.791577,11.259785,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,1,1,1,0,0,1,0,75.782083,11.286327,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.783381,11.283802,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.783381,11.283802,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,Over Speeding,1.5
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.757606,11.367271,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.757606,11.367271,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.765388,11.328453,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.765388,11.328453,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.787466,11.273126,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772926,11.277101,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772926,11.277101,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772926,11.277101,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.772926,11.277101,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.791577,11.259785,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.797736,11.28724,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.797736,11.28724,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.757606,11.367271,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.757606,11.367271,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783309,11.252996,Unknown,0.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.783309,11.252996,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.779589,11.264997,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.784366,11.2874,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.767066,11.287887,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.776644,11.267794,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.765388,11.328453,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.765388,11.328453,No Violation,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782199,11.287109,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782199,11.287109,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.774314,11.280585,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782199,11.287109,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.782199,11.287109,Unknown,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784634,11.246662,Unknown,0
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784634,11.246662,Unknown,0
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8356,11.1728,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8356,11.1728,No Violation,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8356,11.1728,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8356,11.1728,No Violation,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.786516,11.250283,Unknown,0.5
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86547,11.31613,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86547,11.31613,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.786516,11.250283,Unknown,0.5
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86547,11.31613,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86547,11.31613,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8244,11.29279,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8244,11.29279,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789483,11.299644,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789483,11.299644,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8244,11.29279,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8244,11.29279,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789483,11.299644,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.789483,11.299644,No Violation,1
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,No Violation,2
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784634,11.246662,Unknown,0
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Non Injury,0,0,0,2,0,0,0,0,2,0,75.784634,11.246662,Unknown,0
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,No Violation,2
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,Over Speeding,2
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.804251,11.192116,Over Speeding,1
Kozhikode South,Cheruvannur,Beypore,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.804251,11.192116,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.780227,11.228858,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.780227,11.228858,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.780227,11.228858,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.780227,11.228858,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.79903,11.2145239,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.801906,11.21094,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.801906,11.21094,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,No Violation,2
Kozhikode North,Chevayur,Chevayur,Fatal,1,0,0,2,1,0,0,0,2,0,75.8143831,11.2787043,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.798634,11.214038,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.798634,11.214038,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.775657,11.271669,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.775657,11.271669,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.794019,11.261148,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.794019,11.261148,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.764505,11.29212,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.78538,11.28815,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,1,0,1,0,0,1,0,75.792034,11.285203,Unknown,2
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,1,0,1,0,0,1,0,75.792034,11.285203,Unknown,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.783684,11.279237,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.783684,11.279237,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.764505,11.29212,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.776616,11.264302,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.776616,11.264302,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.775657,11.271669,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.775657,11.271669,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.794019,11.261148,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.794019,11.261148,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.78538,11.28815,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.776616,11.264302,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.776616,11.264302,Unknown,0.5
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.760891,11.302958,No Violation,0
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.760891,11.302958,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.760891,11.302958,No Violation,0
Kozhikode North,Nadakkave,Elathur,Non Injury,0,0,0,2,0,0,0,0,2,0,75.760891,11.302958,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.761256,11.30299,No Violation,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.761256,11.30299,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.779208,11.309194,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.761256,11.30299,No Violation,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.761256,11.30299,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.779208,11.309194,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.757552,11.362724,Over Speeding,0.5
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.757552,11.362724,Over Speeding,0.5
